coverage_id,policy_id,coverage_type,coverage_amount,annual_rider_premium,coverage_status
COV00008687,POL0005498,Base Death Benefit,850000,0.00,Active
COV00008688,POL0005499,Base Death Benefit,275000,0.00,Active
COV00008689,POL0005500,Base Death Benefit,1450000,0.00,Active
COV00008690,POL0005500,Waiver of Premium,0,280.00,Active
COV00008691,POL0005500,Accidental Death Benefit,1450000,174.00,Active
COV00008692,POL0005501,Base Death Benefit,200000,0.00,Active
COV00008693,POL0005501,Accidental Death Benefit,200000,24.00,Active
COV00008694,POL0005502,Base Death Benefit,550000,0.00,Active
COV00008695,POL0005503,Base Death Benefit,1850000,0.00,Active
COV00008696,POL0005503,Waiver of Premium,0,280.00,Active
COV00008697,POL0005504,Base Death Benefit,725000,0.00,Active
COV00008698,POL0005505,Base Death Benefit,550000,0.00,Active
COV00008699,POL0005505,Accidental Death Benefit,550000,66.00,Active
COV00008700,POL0005506,Base Death Benefit,100000,0.00,Active
COV00008701,POL0005507,Base Death Benefit,400000,0.00,Active
COV00008702,POL0005507,Accidental Death Benefit,400000,48.00,Active
COV00008703,POL0005508,Base Death Benefit,275000,0.00,Active
COV00008704,POL0005509,Base Death Benefit,650000,0.00,Active
COV00008705,POL0005510,Base Death Benefit,850000,0.00,Active
COV00008706,POL0005510,Waiver of Premium,0,138.28,Active
COV00008707,POL0005511,Base Death Benefit,1150000,0.00,Active
COV00008708,POL0005512,Base Death Benefit,725000,0.00,Active
COV00008709,POL0005513,Base Death Benefit,100000,0.00,Active
COV00008710,POL0005513,Waiver of Premium,0,14.09,Active
COV00008711,POL0005514,Base Death Benefit,150000,0.00,Active
COV00008712,POL0005514,Accidental Death Benefit,150000,18.00,Active
COV00008713,POL0005515,Base Death Benefit,425000,0.00,Active
COV00008714,POL0005516,Base Death Benefit,350000,0.00,Active
COV00008715,POL0005517,Base Death Benefit,1275000,0.00,Active
COV00008716,POL0005517,Chronic Illness Rider,0,520.00,Active
COV00008717,POL0005518,Base Death Benefit,425000,0.00,Active
COV00008718,POL0005518,Waiver of Premium,0,264.11,Active
COV00008719,POL0005518,Chronic Illness Rider,0,330.14,Active
COV00008720,POL0005519,Base Death Benefit,575000,0.00,Active
COV00008721,POL0005519,Accidental Death Benefit,575000,69.00,Active
COV00008722,POL0005520,Base Death Benefit,850000,0.00,Active
COV00008723,POL0005520,Waiver of Premium,0,177.76,Active
COV00008724,POL0005521,Base Death Benefit,100000,0.00,Active
COV00008725,POL0005522,Base Death Benefit,150000,0.00,Active
COV00008726,POL0005523,Base Death Benefit,275000,0.00,Active
COV00008727,POL0005523,Waiver of Premium,0,232.25,Active
COV00008728,POL0005523,Chronic Illness Rider,0,290.31,Active
COV00008729,POL0005523,Accidental Death Benefit,275000,33.00,Active
COV00008730,POL0005524,Base Death Benefit,400000,0.00,Active
COV00008731,POL0005524,Chronic Illness Rider,0,520.00,Active
COV00008732,POL0005524,Accidental Death Benefit,400000,48.00,Active
COV00008733,POL0005525,Base Death Benefit,350000,0.00,Active
COV00008734,POL0005526,Base Death Benefit,425000,0.00,Active
COV00008735,POL0005526,Accidental Death Benefit,425000,51.00,Active
COV00008736,POL0005527,Base Death Benefit,2300000,0.00,Active
COV00008737,POL0005527,Accidental Death Benefit,2300000,220.00,Active
COV00008738,POL0005528,Base Death Benefit,550000,0.00,Active
COV00008739,POL0005528,Chronic Illness Rider,0,520.00,Active
COV00008740,POL0005529,Base Death Benefit,850000,0.00,Active
COV00008741,POL0005529,Accidental Death Benefit,850000,102.00,Active
COV00008742,POL0005530,Base Death Benefit,100000,0.00,Active
COV00008743,POL0005530,Waiver of Premium,0,17.54,Active
COV00008744,POL0005530,Accidental Death Benefit,100000,12.00,Active
COV00008745,POL0005531,Base Death Benefit,425000,0.00,Active
COV00008746,POL0005531,Chronic Illness Rider,0,448.21,Active
COV00008747,POL0005532,Base Death Benefit,575000,0.00,Active
COV00008748,POL0005532,Accidental Death Benefit,575000,69.00,Active
COV00008749,POL0005533,Base Death Benefit,1500000,0.00,Active
COV00008750,POL0005533,Waiver of Premium,0,280.00,Active
COV00008751,POL0005534,Base Death Benefit,300000,0.00,Active
COV00008752,POL0005534,Waiver of Premium,0,34.98,Active
COV00008753,POL0005535,Base Death Benefit,1700000,0.00,Active
COV00008754,POL0005535,Waiver of Premium,0,201.05,Active
COV00008755,POL0005536,Base Death Benefit,75000,0.00,Active
COV00008756,POL0005536,Waiver of Premium,0,25.80,Active
COV00008757,POL0005537,Base Death Benefit,300000,0.00,Active
COV00008758,POL0005537,Accidental Death Benefit,300000,36.00,Active
COV00008759,POL0005538,Base Death Benefit,150000,0.00,Active
COV00008760,POL0005538,Chronic Illness Rider,0,105.84,Active
COV00008761,POL0005539,Base Death Benefit,425000,0.00,Active
COV00008762,POL0005540,Base Death Benefit,150000,0.00,Active
COV00008763,POL0005541,Base Death Benefit,425000,0.00,Active
COV00008764,POL0005542,Base Death Benefit,200000,0.00,Active
COV00008765,POL0005543,Base Death Benefit,150000,0.00,Active
COV00008766,POL0005544,Base Death Benefit,175000,0.00,Active
COV00008767,POL0005545,Base Death Benefit,300000,0.00,Active
COV00008768,POL0005545,Waiver of Premium,0,35.91,Active
COV00008769,POL0005546,Base Death Benefit,200000,0.00,Active
COV00008770,POL0005547,Base Death Benefit,200000,0.00,Active
COV00008771,POL0005548,Base Death Benefit,200000,0.00,Active
COV00008772,POL0005548,Accidental Death Benefit,200000,24.00,Active
COV00008773,POL0005549,Base Death Benefit,1100000,0.00,Active
COV00008774,POL0005549,Waiver of Premium,0,280.00,Active
COV00008775,POL0005549,Accidental Death Benefit,1100000,132.00,Active
COV00008776,POL0005550,Base Death Benefit,300000,0.00,Active
COV00008777,POL0005550,Waiver of Premium,0,72.44,Active
COV00008778,POL0005551,Base Death Benefit,125000,0.00,Active
COV00008779,POL0005552,Base Death Benefit,175000,0.00,Active
COV00008780,POL0005552,Waiver of Premium,0,94.07,Active
COV00008781,POL0005553,Base Death Benefit,1100000,0.00,Active
COV00008782,POL0005553,Waiver of Premium,0,280.00,Active
COV00008783,POL0005553,Accidental Death Benefit,1100000,132.00,Active
COV00008784,POL0005554,Base Death Benefit,850000,0.00,Active
COV00008785,POL0005554,Waiver of Premium,0,280.00,Active
COV00008786,POL0005554,Accidental Death Benefit,850000,102.00,Active
COV00008787,POL0005555,Base Death Benefit,2500000,0.00,Active
COV00008788,POL0005556,Base Death Benefit,200000,0.00,Active
COV00008789,POL0005556,Waiver of Premium,0,27.43,Active
COV00008790,POL0005556,Accidental Death Benefit,200000,24.00,Active
COV00008791,POL0005557,Base Death Benefit,50000,0.00,Active
COV00008792,POL0005557,Waiver of Premium,0,31.35,Active
COV00008793,POL0005558,Base Death Benefit,225000,0.00,Active
COV00008794,POL0005558,Accidental Death Benefit,225000,27.00,Active
COV00008795,POL0005559,Base Death Benefit,650000,0.00,Active
COV00008796,POL0005559,Accidental Death Benefit,650000,78.00,Active
COV00008797,POL0005560,Base Death Benefit,1050000,0.00,Active
COV00008798,POL0005561,Base Death Benefit,150000,0.00,Active
COV00008799,POL0005561,Waiver of Premium,0,129.03,Active
COV00008800,POL0005562,Base Death Benefit,400000,0.00,Active
COV00008801,POL0005562,Waiver of Premium,0,188.39,Active
COV00008802,POL0005563,Base Death Benefit,425000,0.00,Active
COV00008803,POL0005564,Base Death Benefit,225000,0.00,Active
COV00008804,POL0005564,Accidental Death Benefit,225000,27.00,Active
COV00008805,POL0005565,Base Death Benefit,1000000,0.00,Active
COV00008806,POL0005565,Waiver of Premium,0,280.00,Active
COV00008807,POL0005566,Base Death Benefit,425000,0.00,Active
COV00008808,POL0005567,Base Death Benefit,225000,0.00,Active
COV00008809,POL0005567,Accidental Death Benefit,225000,27.00,Active
COV00008810,POL0005568,Base Death Benefit,100000,0.00,Active
COV00008811,POL0005569,Base Death Benefit,30000,0.00,Active
COV00008812,POL0005570,Base Death Benefit,1450000,0.00,Active
COV00008813,POL0005570,Chronic Illness Rider,0,520.00,Active
COV00008814,POL0005571,Base Death Benefit,850000,0.00,Active
COV00008815,POL0005571,Waiver of Premium,0,280.00,Active
COV00008816,POL0005572,Base Death Benefit,850000,0.00,Active
COV00008817,POL0005573,Base Death Benefit,575000,0.00,Active
COV00008818,POL0005574,Base Death Benefit,650000,0.00,Active
COV00008819,POL0005574,Waiver of Premium,0,280.00,Active
COV00008820,POL0005574,Accidental Death Benefit,650000,78.00,Active
COV00008821,POL0005575,Base Death Benefit,850000,0.00,Active
COV00008822,POL0005575,Waiver of Premium,0,280.00,Active
COV00008823,POL0005576,Base Death Benefit,150000,0.00,Active
COV00008824,POL0005577,Base Death Benefit,75000,0.00,Active
COV00008825,POL0005577,Waiver of Premium,0,12.23,Active
COV00008826,POL0005578,Base Death Benefit,150000,0.00,Active
COV00008827,POL0005578,Waiver of Premium,0,55.67,Active
COV00008828,POL0005579,Base Death Benefit,725000,0.00,Active
COV00008829,POL0005580,Base Death Benefit,650000,0.00,Active
COV00008830,POL0005580,Waiver of Premium,0,280.00,Active
COV00008831,POL0005580,Chronic Illness Rider,0,520.00,Active
COV00008832,POL0005581,Base Death Benefit,200000,0.00,Active
COV00008833,POL0005582,Base Death Benefit,850000,0.00,Active
COV00008834,POL0005582,Waiver of Premium,0,143.11,Active
COV00008835,POL0005583,Base Death Benefit,650000,0.00,Active
COV00008836,POL0005583,Accidental Death Benefit,650000,78.00,Active
COV00008837,POL0005584,Base Death Benefit,850000,0.00,Active
COV00008838,POL0005585,Base Death Benefit,550000,0.00,Active
COV00008839,POL0005586,Base Death Benefit,575000,0.00,Active
COV00008840,POL0005586,Accidental Death Benefit,575000,69.00,Active
COV00008841,POL0005587,Base Death Benefit,125000,0.00,Active
COV00008842,POL0005588,Base Death Benefit,650000,0.00,Active
COV00008843,POL0005589,Base Death Benefit,125000,0.00,Active
COV00008844,POL0005590,Base Death Benefit,425000,0.00,Active
COV00008845,POL0005591,Base Death Benefit,1150000,0.00,Active
COV00008846,POL0005592,Base Death Benefit,125000,0.00,Active
COV00008847,POL0005593,Base Death Benefit,650000,0.00,Active
COV00008848,POL0005594,Base Death Benefit,400000,0.00,Active
COV00008849,POL0005594,Waiver of Premium,0,54.39,Active
COV00008850,POL0005595,Base Death Benefit,125000,0.00,Active
COV00008851,POL0005596,Base Death Benefit,175000,0.00,Active
COV00008852,POL0005596,Accidental Death Benefit,175000,21.00,Active
COV00008853,POL0005597,Base Death Benefit,100000,0.00,Active
COV00008854,POL0005597,Waiver of Premium,0,15.26,Active
COV00008855,POL0005598,Base Death Benefit,575000,0.00,Active
COV00008856,POL0005598,Waiver of Premium,0,73.58,Active
COV00008857,POL0005598,Accidental Death Benefit,575000,69.00,Active
COV00008858,POL0005599,Base Death Benefit,125000,0.00,Active
COV00008859,POL0005599,Waiver of Premium,0,24.08,Active
COV00008860,POL0005600,Base Death Benefit,850000,0.00,Active
COV00008861,POL0005601,Base Death Benefit,1000000,0.00,Active
COV00008862,POL0005601,Waiver of Premium,0,280.00,Active
COV00008863,POL0005602,Base Death Benefit,350000,0.00,Active
COV00008864,POL0005602,Waiver of Premium,0,91.14,Active
COV00008865,POL0005602,Accidental Death Benefit,350000,42.00,Active
COV00008866,POL0005603,Base Death Benefit,100000,0.00,Active
COV00008867,POL0005603,Waiver of Premium,0,37.63,Active
COV00008868,POL0005604,Base Death Benefit,850000,0.00,Active
COV00008869,POL0005605,Base Death Benefit,125000,0.00,Active
COV00008870,POL0005606,Base Death Benefit,850000,0.00,Active
COV00008871,POL0005606,Accidental Death Benefit,850000,102.00,Active
COV00008872,POL0005607,Base Death Benefit,1150000,0.00,Active
COV00008873,POL0005608,Base Death Benefit,400000,0.00,Active
COV00008874,POL0005608,Waiver of Premium,0,280.00,Active
COV00008875,POL0005608,Accidental Death Benefit,400000,48.00,Active
COV00008876,POL0005609,Base Death Benefit,575000,0.00,Active
COV00008877,POL0005609,Accidental Death Benefit,575000,69.00,Active
COV00008878,POL0005610,Base Death Benefit,550000,0.00,Active
COV00008879,POL0005611,Base Death Benefit,100000,0.00,Active
COV00008880,POL0005611,Waiver of Premium,0,53.15,Active
COV00008881,POL0005611,Chronic Illness Rider,0,66.44,Active
COV00008882,POL0005612,Base Death Benefit,100000,0.00,Active
COV00008883,POL0005612,Waiver of Premium,0,59.54,Active
COV00008884,POL0005612,Accidental Death Benefit,100000,12.00,Active
COV00008885,POL0005613,Base Death Benefit,550000,0.00,Active
COV00008886,POL0005614,Base Death Benefit,850000,0.00,Active
COV00008887,POL0005614,Waiver of Premium,0,97.12,Active
COV00008888,POL0005615,Base Death Benefit,650000,0.00,Active
COV00008889,POL0005616,Base Death Benefit,550000,0.00,Active
COV00008890,POL0005617,Base Death Benefit,150000,0.00,Active
COV00008891,POL0005618,Base Death Benefit,725000,0.00,Active
COV00008892,POL0005619,Base Death Benefit,1050000,0.00,Active
COV00008893,POL0005620,Base Death Benefit,1150000,0.00,Active
COV00008894,POL0005621,Base Death Benefit,650000,0.00,Active
COV00008895,POL0005621,Chronic Illness Rider,0,520.00,Active
COV00008896,POL0005622,Base Death Benefit,425000,0.00,Active
COV00008897,POL0005623,Base Death Benefit,550000,0.00,Active
COV00008898,POL0005623,Waiver of Premium,0,90.83,Active
COV00008899,POL0005624,Base Death Benefit,75000,0.00,Active
COV00008900,POL0005624,Accidental Death Benefit,75000,9.00,Active
COV00008901,POL0005625,Base Death Benefit,400000,0.00,Active
COV00008902,POL0005626,Base Death Benefit,275000,0.00,Active
COV00008903,POL0005626,Waiver of Premium,0,280.00,Active
COV00008904,POL0005626,Chronic Illness Rider,0,520.00,Active
COV00008905,POL0005626,Accidental Death Benefit,275000,33.00,Active
COV00008906,POL0005627,Base Death Benefit,1725000,0.00,Active
COV00008907,POL0005627,Waiver of Premium,0,280.00,Active
COV00008908,POL0005627,Accidental Death Benefit,1725000,207.00,Active
COV00008909,POL0005628,Base Death Benefit,850000,0.00,Active
COV00008910,POL0005628,Waiver of Premium,0,111.25,Active
COV00008911,POL0005629,Base Death Benefit,550000,0.00,Active
COV00008912,POL0005629,Waiver of Premium,0,129.87,Active
COV00008913,POL0005630,Base Death Benefit,225000,0.00,Active
COV00008914,POL0005630,Waiver of Premium,0,45.10,Active
COV00008915,POL0005631,Base Death Benefit,850000,0.00,Active
COV00008916,POL0005632,Base Death Benefit,550000,0.00,Active
COV00008917,POL0005633,Base Death Benefit,850000,0.00,Active
COV00008918,POL0005634,Base Death Benefit,850000,0.00,Active
COV00008919,POL0005635,Base Death Benefit,175000,0.00,Active
COV00008920,POL0005635,Waiver of Premium,0,38.67,Active
COV00008921,POL0005636,Base Death Benefit,125000,0.00,Active
COV00008922,POL0005636,Waiver of Premium,0,29.42,Active
COV00008923,POL0005637,Base Death Benefit,550000,0.00,Active
COV00008924,POL0005637,Chronic Illness Rider,0,520.00,Active
COV00008925,POL0005638,Base Death Benefit,575000,0.00,Active
COV00008926,POL0005639,Base Death Benefit,30000,0.00,Active
COV00008927,POL0005640,Base Death Benefit,650000,0.00,Active
COV00008928,POL0005641,Base Death Benefit,425000,0.00,Active
COV00008929,POL0005641,Accidental Death Benefit,425000,51.00,Active
COV00008930,POL0005642,Base Death Benefit,575000,0.00,Active
COV00008931,POL0005642,Accidental Death Benefit,575000,69.00,Active
COV00008932,POL0005643,Base Death Benefit,1275000,0.00,Active
COV00008933,POL0005643,Waiver of Premium,0,202.15,Active
COV00008934,POL0005643,Accidental Death Benefit,1275000,153.00,Active
COV00008935,POL0005644,Base Death Benefit,450000,0.00,Active
COV00008936,POL0005645,Base Death Benefit,275000,0.00,Active
COV00008937,POL0005645,Waiver of Premium,0,62.59,Active
COV00008938,POL0005645,Accidental Death Benefit,275000,33.00,Active
COV00008939,POL0005646,Base Death Benefit,40000,0.00,Active
COV00008940,POL0005647,Base Death Benefit,125000,0.00,Active
COV00008941,POL0005648,Base Death Benefit,550000,0.00,Active
COV00008942,POL0005649,Base Death Benefit,1100000,0.00,Active
COV00008943,POL0005649,Waiver of Premium,0,192.11,Active
COV00008944,POL0005650,Base Death Benefit,125000,0.00,Active
COV00008945,POL0005651,Base Death Benefit,125000,0.00,Active
COV00008946,POL0005652,Base Death Benefit,575000,0.00,Active
COV00008947,POL0005653,Base Death Benefit,125000,0.00,Active
COV00008948,POL0005653,Waiver of Premium,0,98.98,Active
COV00008949,POL0005654,Base Death Benefit,850000,0.00,Active
COV00008950,POL0005655,Base Death Benefit,650000,0.00,Active
COV00008951,POL0005656,Base Death Benefit,400000,0.00,Active
COV00008952,POL0005657,Base Death Benefit,125000,0.00,Active
COV00008953,POL0005657,Waiver of Premium,0,65.75,Active
COV00008954,POL0005658,Base Death Benefit,15000,0.00,Active
COV00008955,POL0005659,Base Death Benefit,275000,0.00,Active
COV00008956,POL0005659,Accidental Death Benefit,275000,33.00,Active
COV00008957,POL0005660,Base Death Benefit,575000,0.00,Active
COV00008958,POL0005661,Base Death Benefit,1150000,0.00,Active
COV00008959,POL0005662,Base Death Benefit,550000,0.00,Active
COV00008960,POL0005663,Base Death Benefit,1050000,0.00,Active
COV00008961,POL0005664,Base Death Benefit,550000,0.00,Active
COV00008962,POL0005665,Base Death Benefit,1100000,0.00,Active
COV00008963,POL0005666,Base Death Benefit,30000,0.00,Active
COV00008964,POL0005666,Accidental Death Benefit,30000,3.60,Active
